"TARGSITEID","SITEID","SAMPLEID","HgCOMP","AREA_SQKM","SAMPLEID.MRG"
"TS0614",2007190153,2007190153002,12.3154,5349,"2007190153002"
"TS0615",2007191114,2007191114001,34.6928,7629,"2007191114001"
"TS0615",2007191114,2007191114002,25.4215,7629,"2007191114002"
"TS0616",2007190834,2007190834002,18.3641,2386,"2007190834002"
"TS0616",2007190889,2007190889001,21.6848,2386,"2007190889001"
"TS0616",2007190834,2007190834001,48.5014,2386,"2007190834001"
"TS0617",2007191179,2007191179002,46.9665,6372,"2007191179002"
"TS0617",2007191179,2007191179001,34.7708,6372,"2007191179001"
"TS0618",2007190302,2007190302002,11.6545,1364,"2007190302002"
"TS0618",2007190302,2007190302001,10.34,1364,"2007190302001"
"TS0619",2007191088,2007191088001,62.9144,1770,"2007191088001"
"TS0619",2007191088,2007191088002,38.5425,1770,"2007191088002"
"TS0620",2007190052,2007190052002,9.8827,3424,"2007190052002"
"TS0620",2007190052,2007190052001,27.3373,3424,"2007190052001"
"TS0621",2007190730,2007190730002,36.9924,8003,"2007190730002"
"TS0621",2007190730,2007190730001,26.7405,8003,"2007190730001"
"TS0622",2007191157,2007191157002,19.9314,3051,"2007191157002"
"TS0622",2007190818,2007190818001,18.0706,3051,"2007190818001"
"TS0622",2007190818,2007190818002,18.8637,3051,"2007190818002"
"TS0622",2007191157,2007191157001,23.5625,3051,"2007191157001"
"TS0623",2007191144,2007191144002,25.3907,6062,"2007191144002"
"TS0623",2007191144,2007191144001,17.5636,6062,"2007191144001"
"TS0624",2007191237,2007191237001,14.283,1708,"2007191237001"
"TS0624",2007191237,2007191237002,17.3415,1708,"2007191237002"
"TS0625",2007191445,2007191445001,42.3818,4775,"2007191445001"
"TS0625",2007191372,2007191372001,33.9822,4775,"2007191372001"
"TS0625",2007191372,2007191372002,20.80095,4775,"2007191372002"
"TS0625",2007191445,2007191445002,33.5066,4775,"2007191445002"
"TS0626",2007191076,2007191076001,52.0314,1935,"2007191076001"
"TS0626",2007191076,2007191076002,56.4502,1935,"2007191076002"
"TS0627",2007190058,2007190058002,2.209,1287,"2007190058002"
"TS0627",2007190058,2007190058001,10.0719,1287,"2007190058001"
"TS0628",2007191194,2007191194002,20.51085,1987,"2007191194002"
"TS0628",2007191194,2007191194001,22.0765,1987,"2007191194001"
"TS0629",2007190690,2007190690001,50.9369,4941,"2007190690001"
"TS0630",2007190557,2007190557002,131.2223,3071,"2007190557002"
"TS0630",2007190557,2007190557001,9.1648,3071,"2007190557001"
"TS0631",2007190877,2007190877002,21.6883,1042,"2007190877002"
"TS0631",2007190877,2007190877001,84.8201,1042,"2007190877001"
"TS0635",2007190345,2007190345001,9.4236,1957,"2007190345001"
"TS0635",2007190345,2007190345002,14.5331,1957,"2007190345002"
"TS0636",2007191287,2007191287001,10.18775,2220,"2007191287001"
"TS0636",2007191287,2007191287002,7.2189,2220,"2007191287002"
"TS0637",2007190592,2007190592002,5.1274,1512,"2007190592002"
"TS0637",2007190592,2007190592001,6.5078,1512,"2007190592001"
"TS0640",2007190711,2007190711002,24.8799,2038,"2007190711002"
"TS0640",2007190711,2007190711001,50.6483,2038,"2007190711001"
"TS0641",2007191371,2007191371002,28.1845,7527,"2007191371002"
"TS0641",2007191371,2007191371001,24.0226,7527,"2007191371001"
"TS0642",2007191492,2007191492001,12.1094,1749,"2007191492001"
"TS0642",2007191492,2007191492002,4.8723,1749,"2007191492002"
"TS0643",2007191273,2007191273002,34.6538,2554,"2007191273002"
"TS0643",2007191273,2007191273001,37.7381,2554,"2007191273001"
"TS0644",2007190576,2007190576001,19.9189,1789,"2007190576001"
"TS0644",2007190576,2007190576002,11.8688,1789,"2007190576002"
"TS0645",2007191480,2007191480002,29.3097,7808,"2007191480002"
"TS0645",2007191480,2007191480001,14.0665,7808,"2007191480001"
"TS0646",2007190637,2007190637002,14.792,6212,"2007190637002"
"TS0646",2007190637,2007190637001,37.7121,6212,"2007190637001"
"TS0647",2007190359,2007190359002,8.4301,7837,"2007190359002"
"TS0647",2007190359,2007190359001,10.6419,7837,"2007190359001"
"TS0648",2007191270,2007191270002,30.02,1454,"2007191270002"
"TS0648",2007191270,2007191270001,36.5279,1454,"2007191270001"
"TS0649",2007190169,2007190169001,20.9205,7229,"2007190169001"
"TS0649",2007190169,2007190169002,10.707,7229,"2007190169002"
"TS0650",2007191337,2007191337001,8.8052,2811,"2007191337001"
"TS0650",2007191337,2007191337002,12.8377,2811,"2007191337002"
"TS0651",2007190323,2007190323001,22.8256,6893,"2007190323001"
"TS0651",2007190323,2007190323002,17.9997,6893,"2007190323002"
"TS0652",2007191229,2007191229001,3.4317,7894,"2007191229001"
"TS0652",2007191229,2007191229002,6.1246,7894,"2007191229002"
"TS0652",2007190798,2007190798001,5.7942,7894,"2007190798001"
"TS0653",2007190474,2007190474001,34.7156,1398,"2007190474001"
"TS0653",2007190474,2007190474002,34.82235,1398,"2007190474002"
"TS0654",2007190099,2007190099002,22.3894,1786,"2007190099002"
"TS0654",2007190099,2007190099001,32.9893,1786,"2007190099001"
"TS0655",2007191600,2007191600002,10.515,2709,"2007191600002"
"TS0655",2007191387,2007191387002,6.3987,2709,"2007191387002"
"TS0655",2007191387,2007191387001,15.2771,2709,"2007191387001"
"TS0655",2007191600,2007191600001,15.2172,2709,"2007191600001"
"TS0656",2007190118,2007190118001,17.1556,4729,"2007190118001"
"TS0656",2007190118,2007190118002,11.7425,4729,"2007190118002"
"TS0656",2007191552,2007191552001,15.9622,4729,"2007191552001"
"TS0656",2007191552,2007191552002,15.4944,4729,"2007191552002"
"TS0657",2007190563,2007190563002,3.6602,2800,"2007190563002"
"TS0657",2007190563,2007190563001,12.8008,2800,"2007190563001"
"TS0658",2007190333,2007190333001,14.1749,1853,"2007190333001"
"TS0658",2007190333,2007190333002,11.79765,1853,"2007190333002"
"TS0659",2007190887,2007190887001,12.70105,6087,"2007190887001"
"TS0659",2007190887,2007190887002,12.7855,6087,"2007190887002"
"TS0660",2007190903,2007190903002,20.9858,2384,"2007190903002"
"TS0660",2007190903,2007190903001,15.1741,2384,"2007190903001"
"TS0661",2007190313,2007190313001,14.4132,9474,"2007190313001"
"TS0662",2007190177,2007190177001,19.6123,7330,"2007190177001"
"TS0662",2007190177,2007190177002,11.1449,7330,"2007190177002"
"TS0664",2007190291,2007190291002,5.3874,1237,"2007190291002"
"TS0664",2007190291,2007190291001,5.7399,1237,"2007190291001"
"TS0665",2007190221,2007190221001,34.58305,3503,"2007190221001"
"TS0665",2007190221,2007190221002,20.2045,3503,"2007190221002"
"TS0666",2007191495,2007191495001,19.141,4199,"2007191495001"
"TS0666",2007191495,2007191495002,15.7533,4199,"2007191495002"
"TS0667",2007191539,2007191539001,18.201,6782,"2007191539001"
"TS0667",2007191539,2007191539002,12.38005,6782,"2007191539002"
"TS0668",2007191329,2007191329001,15.3511,4879,"2007191329001"
"TS0668",2007191329,2007191329002,5.441,4879,"2007191329002"
"TS0669",2007191569,2007191569001,10.1493,4853,"2007191569001"
"TS0669",2007191569,2007191569002,13.78885,4853,"2007191569002"
"TS0670",2007190055,2007190055002,8.97605,3425,"2007190055002"
"TS0670",2007190055,2007190055001,16.7832,3425,"2007190055001"
"TS0671",2007191218,2007191218002,14.2044,5685,"2007191218002"
"TS0672",2007191512,2007191512002,13.5445,1232,"2007191512002"
"TS0672",2007191512,2007191512001,23.1678,1232,"2007191512001"
"TS0673",2007190752,2007190752002,13.69885,1315,"2007190752002"
"TS0673",2007190752,2007190752001,19.8857,1315,"2007190752001"
"TS0673",2007190554,2007190554002,14.592,1315,"2007190554002"
"TS0673",2007190554,2007190554001,24.3916,1315,"2007190554001"
"TS0674",2007190674,2007190674001,13.6511,6563,"2007190674001"
"TS0674",2007190674,2007190674002,8.6883,6563,"2007190674002"
"TS0675",2007190301,2007190301001,9.4737,5602,"2007190301001"
"TS0675",2007190301,2007190301002,6.9431,5602,"2007190301002"
"TS0676",2007191222,2007191222001,13.6304,3634,"2007191222001"
"TS0676",2007191222,2007191222002,12.9834,3634,"2007191222002"
"TS0677",2007190971,2007190971002,12.67,6882,"2007190971002"
"TS0677",2007190971,2007190971001,15.02,6882,"2007190971001"
"TS0678",2007190868,2007190868001,6.4818,6781,"2007190868001"
"TS0678",2007190868,2007190868002,2.7277,6781,"2007190868002"
"TS0679",2007190879,2007190879002,8.8907,5007,"2007190879002"
"TS0679",2007190879,2007190879001,15.27675,5007,"2007190879001"
"TS0680",2007191115,2007191115002,9.5868,4734,"2007191115002"
"TS0680",2007191115,2007191115001,6.46435,4734,"2007191115001"
"TS0682",2007191555,2007191555001,9.7797,6167,"2007191555001"
"TS0682",2007191555,2007191555002,8.0255,6167,"2007191555002"
"TS0683",2007191233,2007191233001,24.38765,6929,"2007191233001"
"TS0683",2007191233,2007191233002,12.9148,6929,"2007191233002"
"TS0684",2007190856,2007190856002,4.2966,4375,"2007190856002"
"TS0684",2007190856,2007190856001,5.478,4375,"2007190856001"
"TS0684",2007190357,2007190357002,6.23805,4375,"2007190357002"
"TS0684",2007190357,2007190357001,4.6843,4375,"2007190357001"
"TS0685",2007190288,2007190288002,7.679,7325,"2007190288002"
"TS0685",2007190288,2007190288001,12.7224,7325,"2007190288001"
"TS0686",2007190866,2007190866001,27.2975,6441,"2007190866001"
"TS0686",2007190866,2007190866002,39.1692,6441,"2007190866002"
"TS0687",2007191356,2007191356002,5.38,5332,"2007191356002"
"TS0687",2007191356,2007191356001,5.4026,5332,"2007191356001"
"TS0688",2007191016,2007191016001,13.5345,1567,"2007191016001"
"TS0688",2007191016,2007191016002,9.5904,1567,"2007191016002"
"TS0689",2007191501,2007191501002,6.1402,1235,"2007191501002"
"TS0689",2007191501,2007191501001,8.5225,1235,"2007191501001"
"TS0690",2007190377,2007190377002,5.7209,3570,"2007190377002"
"TS0690",2007190377,2007190377001,5.5872,3570,"2007190377001"
"TS0691",2007191594,2007191594002,5.2587,1530,"2007191594002"
"TS0691",2007190481,2007190481001,2.0429,1530,"2007190481001"
"TS0691",2007190481,2007190481002,1.9889,1530,"2007190481002"
"TS0691",2007191594,2007191594001,4.9976,1530,"2007191594001"
"TS0692",2007191013,2007191013002,11.8371,3600,"2007191013002"
"TS0692",2007191013,2007191013001,14.8144,3600,"2007191013001"
"TS0693",2007191457,2007191457001,10.8963,7851,"2007191457001"
"TS0693",2007191457,2007191457002,9.7389,7851,"2007191457002"
"TS0695",2007191442,2007191442002,11.4808,5716,"2007191442002"
"TS0695",2007191442,2007191442001,18.2044,5716,"2007191442001"
"TS0696",2007190963,2007190963001,3.9532,6342,"2007190963001"
"TS0696",2007190963,2007190963002,5.3375,6342,"2007190963002"
"TS0697",2007191247,2007191247001,9.2702,6741,"2007191247001"
"TS0697",2007191247,2007191247002,4.1126,6741,"2007191247002"
"TS0698",2007190785,2007190785001,4.7296,5458,"2007190785001"
"TS0698",2007190785,2007190785002,2.5521,5458,"2007190785002"
"TS0700",2007191423,2007191423001,7.9679,3891,"2007191423001"
"TS0700",2007191423,2007191423002,6.6265,3891,"2007191423002"
"TS0701",2007191479,2007191479001,28.5863,5037,"2007191479001"
"TS0701",2007191479,2007191479002,14.70095,5037,"2007191479002"
"TS0702",2007190246,2007190246002,6.3698,5979,"2007190246002"
"TS0702",2007190246,2007190246001,9.619,5979,"2007190246001"
"TS0703",2007191402,2007191402002,8.3699,5541,"2007191402002"
"TS0703",2007191402,2007191402001,11.78315,5541,"2007191402001"
"TS0705",2007190733,2007190733001,8.4916,8658,"2007190733001"
"TS0705",2007190733,2007190733002,8.5544,8658,"2007190733002"
"TS0706",2007190862,2007190862001,6.8605,3833,"2007190862001"
"TS0706",2007190862,2007190862002,3.83025,3833,"2007190862002"
"TS0707",2007191466,2007191466001,8.1024,5881,"2007191466001"
"TS0707",2007191466,2007191466002,10.1848,5881,"2007191466002"
"TS0708",2007190116,2007190116002,22.3236,5502,"2007190116002"
"TS0709",2007190178,2007190178001,10.0293,8103,"2007190178001"
"TS0709",2007190178,2007190178002,6.49865,8103,"2007190178002"
"TS0711",2007190399,2007190399001,10.79475,6847,"2007190399001"
"TS0711",2007190399,2007190399002,9.02,6847,"2007190399002"
"TS0712",2007191362,2007191362002,9.6368,4425,"2007191362002"
"TS0712",2007191362,2007191362001,13.0757,4425,"2007191362001"
"TS0713",2007191224,2007191224001,4.7935,6807,"2007191224001"
"TS0713",2007191224,2007191224002,5.4761,6807,"2007191224002"
"TS0714",2007190884,2007190884002,7.6144,6250,"2007190884002"
"TS0714",2007190884,2007190884001,12.1781,6250,"2007190884001"
"TS0715",2007190096,2007190096002,6.2811,7270,"2007190096002"
"TS0715",2007190096,2007190096001,9.3921,7270,"2007190096001"
"TS0716",2007190010,2007190010001,5.3183,6188,"2007190010001"
"TS0716",2007190010,2007190010002,6.9236,6188,"2007190010002"
"TS0717",2007191470,2007191470001,8.8105,6919,"2007191470001"
"TS0717",2007191470,2007191470002,9.6192,6919,"2007191470002"
"TS0718",2007190468,2007190468001,4.867,3975,"2007190468001"
"TS0719",2007191583,2007191583001,16.5484,7361,"2007191583001"
"TS0719",2007191583,2007191583002,8.2944,7361,"2007191583002"
"TS0720",2007190529,2007190529001,34.435,4397,"2007190529001"
"TS0720",2007190529,2007190529002,30.8767,4397,"2007190529002"
"TS0721",2007190574,2007190574001,7.1879,7588,"2007190574001"
"TS0721",2007190574,2007190574002,5.6959,7588,"2007190574002"
"TS0722",2007191297,2007191297001,25.0869,3492,"2007191297001"
"TS0722",2007190874,2007190874002,19.8766,3492,"2007190874002"
"TS0722",2007191297,2007191297002,27.1112,3492,"2007191297002"
"TS0722",2007190874,2007190874001,12.384,3492,"2007190874001"
"TS0723",2007190497,2007190497001,25.9463,9038,"2007190497001"
"TS0723",2007190586,2007190586002,34.4984,9038,"2007190586002"
"TS0723",2007190497,2007190497002,41.2826,9038,"2007190497002"
"TS0723",2007190586,2007190586001,27.3645,9038,"2007190586001"
"TS0724",2007191410,2007191410001,15.8838,4360,"2007191410001"
"TS0724",2007191410,2007191410002,14.1832,4360,"2007191410002"
"TS0725",2007190290,2007190290001,10.3077,6697,"2007190290001"
"TS0725",2007190290,2007190290002,5.5816,6697,"2007190290002"
"TS0726",2007191285,2007191285001,8.5153,4623,"2007191285001"
"TS0726",2007191285,2007191285002,8.8064,4623,"2007191285002"
"TS0728",2007190924,2007190924001,16.42675,6512,"2007190924001"
"TS0728",2007190695,2007190695002,30.82515,6512,"2007190695002"
"TS0728",2007190924,2007190924002,29.0698,6512,"2007190924002"
"TS0728",2007190695,2007190695001,14.9672,6512,"2007190695001"
"TS0729",2007190882,2007190882001,12.2623,5171,"2007190882001"
"TS0729",2007190882,2007190882002,8.4087,5171,"2007190882002"
"TS0730",2007190697,2007190697001,6.5658,8833,"2007190697001"
"TS0730",2007190697,2007190697002,5.7,8833,"2007190697002"
"TS0731",2007190994,2007190994001,20.0192,7758,"2007190994001"
"TS0731",2007190994,2007190994002,15.4434,7758,"2007190994002"
"TS0732",2007191173,2007191173001,24.9933,6748,"2007191173001"
"TS0732",2007191173,2007191173002,21.3558,6748,"2007191173002"
"TS0733",2007191149,2007191149001,7.4382,9803,"2007191149001"
"TS0733",2007191149,2007191149002,5.6196,9803,"2007191149002"
"TS0734",2007190158,2007190158001,8.31215,6298,"2007190158001"
"TS0734",2007190158,2007190158002,5.7834,6298,"2007190158002"
"TS0735",2007190369,2007190369002,14.8583,5938,"2007190369002"
"TS0735",2007190369,2007190369001,15.8301,5938,"2007190369001"
"TS0736",2007191068,2007191068002,8.4892,8563,"2007191068002"
"TS0737",2007190593,2007190593001,19.8415,5783,"2007190593001"
"TS0737",2007190593,2007190593002,13.8015,5783,"2007190593002"
"TS0738",2007190648,2007190648001,12.4354,5016,"2007190648001"
"TS0738",2007190648,2007190648002,9.5759,5016,"2007190648002"
"TS0739",2007190623,2007190623002,20.7875,4434,"2007190623002"
"TS0739",2007190623,2007190623001,11.52355,4434,"2007190623001"
"TS0740",2007190472,2007190472002,10.2,6031,"2007190472002"
"TS0740",2007191312,2007191312001,10.3669,6031,"2007191312001"
"TS0740",2007191312,2007191312002,9.0681,6031,"2007191312002"
"TS0740",2007190472,2007190472001,12.2392,6031,"2007190472001"
"TS0741",2007190974,2007190974002,10.1801,6539,"2007190974002"
"TS0741",2007190974,2007190974001,21.6061,6539,"2007190974001"
"TS0741",2007190419,2007190419001,10.9156,6539,"2007190419001"
"TS0741",2007190419,2007190419002,7.8715,6539,"2007190419002"
"TS0742",2007190817,2007190817002,8.2088,6825,"2007190817002"
"TS0742",2007190817,2007190817001,12.1547,6825,"2007190817001"
"TS0743",2007191116,2007191116002,19.5859,3555,"2007191116002"
"TS0743",2007191116,2007191116001,29.1513,3555,"2007191116001"
"TS0744",2007191368,2007191368001,18.1108,6281,"2007191368001"
"TS0744",2007191368,2007191368002,13.5906,6281,"2007191368002"
"TS0745",2007191071,2007191071001,6.7139,3433,"2007191071001"
"TS0745",2007191071,2007191071002,4.1159,3433,"2007191071002"
"TS0746",2007190337,2007190337002,3.7404,5694,"2007190337002"
"TS0747",2007190628,2007190628002,15.5607,2737,"2007190628002"
"TS0747",2007190628,2007190628001,17.2208,2737,"2007190628001"
"TS0748",2007191579,2007191579001,21.9032,6829,"2007191579001"
"TS0748",2007191579,2007191579002,15.3797,6829,"2007191579002"
"TS0750",2007190713,2007190713001,34.5416,8816,"2007190713001"
"TS0750",2007190713,2007190713002,32.971,8816,"2007190713002"
"TS0751",2007191322,2007191322001,7.6402,4991,"2007191322001"
"TS0751",2007191322,2007191322002,7.2721,4991,"2007191322002"
"TS0752",2007190308,2007190308002,19.4545,7731,"2007190308002"
"TS0752",2007190308,2007190308001,26.392,7731,"2007190308001"
"TS0753",2007191008,2007191008001,19.31395,6687,"2007191008001"
"TS0753",2007191008,2007191008002,9.1222,6687,"2007191008002"
"TS0754",2007190465,2007190465002,27.6801,8340,"2007190465002"
"TS0754",2007190465,2007190465001,39.18075,8340,"2007190465001"
"TS0755",2007191139,2007191139001,17.0272,5228,"2007191139001"
"TS0755",2007191139,2007191139002,17.1357,5228,"2007191139002"
"TS0756",2007190479,2007190479001,9.6032,5000,"2007190479001"
"TS0756",2007190479,2007190479002,9.05985,5000,"2007190479002"
"TS0757",2007190265,2007190265002,7.9788,5799,"2007190265002"
"TS0757",2007190265,2007190265001,11.0835,5799,"2007190265001"
"TS0758",2007190604,2007190604001,25.3449,7282,"2007190604001"
"TS0758",2007190604,2007190604002,11.5675,7282,"2007190604002"
"TS0759",2007191254,2007191254002,9.1318,6984,"2007191254002"
"TS0759",2007190209,2007190209001,10.7859,6984,"2007190209001"
"TS0759",2007190209,2007190209002,7.4717,6984,"2007190209002"
"TS0759",2007191254,2007191254001,10.8062,6984,"2007191254001"
"TS0760",2007190063,2007190063001,32.9866,7391,"2007190063001"
"TS0760",2007190063,2007190063002,28.262,7391,"2007190063002"
"TS0761",2007191578,2007191578002,22.7907,6955,"2007191578002"
"TS0761",2007191578,2007191578001,18.4908,6955,"2007191578001"
"TS0761",2007191152,2007191152002,9.1673,6955,"2007191152002"
"TS0761",2007191152,2007191152001,6.42505,6955,"2007191152001"
"TS0762",2007190204,2007190204001,13.3541,4256,"2007190204001"
"TS0762",2007190204,2007190204002,10.9225,4256,"2007190204002"
"TS0763",2007190137,2007190137002,26.1288,4771,"2007190137002"
"TS0763",2007190137,2007190137001,22.1618,4771,"2007190137001"
"TS0764",2007190038,2007190038002,14.2017,4959,"2007190038002"
"TS0764",2007190038,2007190038001,16.459,4959,"2007190038001"
"TS0765",2007190916,2007190916001,14.9129,4393,"2007190916001"
"TS0765",2007190916,2007190916002,8.9552,4393,"2007190916002"
"TS0766",2007190905,2007190905001,22.2542,7285,"2007190905001"
"TS0766",2007190905,2007190905002,17.3749,7285,"2007190905002"
"TS0767",2007191314,2007191314001,15.9021,8235,"2007191314001"
"TS0767",2007191314,2007191314002,10.3626,8235,"2007191314002"
"TS0768",2007191002,2007191002001,11.2643,5225,"2007191002001"
"TS0768",2007191002,2007191002002,3.2205,5225,"2007191002002"
"TS0769",2007190441,2007190441002,7.0363,5831,"2007190441002"
"TS0769",2007190441,2007190441001,10.6704,5831,"2007190441001"
"TS0770",2007190119,2007190119001,10.5935,6033,"2007190119001"
"TS0770",2007190119,2007190119002,6.4,6033,"2007190119002"
"TS0771",2007191412,2007191412002,18.7641,4274,"2007191412002"
"TS0771",2007191412,2007191412001,19.2863,4274,"2007191412001"
"TS0772",2007191497,2007191497001,15.5842,7700,"2007191497001"
"TS0772",2007191497,2007191497002,10.5547,7700,"2007191497002"
"TS0773",2007190758,2007190758002,12.7009,4883,"2007190758002"
"TS0773",2007190758,2007190758001,16.9283,4883,"2007190758001"
"TS0773",2007190296,2007190296001,14.1746,4883,"2007190296001"
"TS0774",2007191567,2007191567001,31.4308,5700,"2007191567001"
"TS0774",2007191567,2007191567002,36.6119,5700,"2007191567002"
"TS0775",2007191385,2007191385001,39.5446,3701,"2007191385001"
"TS0775",2007191216,2007191216002,31.1639,3701,"2007191216002"
"TS0775",2007191385,2007191385002,37.598,3701,"2007191385002"
"TS0775",2007191216,2007191216001,28.2791,3701,"2007191216001"
"TS0776",2007190239,2007190239001,21.3391,5969,"2007190239001"
"TS0777",2007190684,2007190684002,31.8186,7545,"2007190684002"
"TS0777",2007190684,2007190684001,25.2065,7545,"2007190684001"
"TS0778",2007190910,2007190910001,16.4035,6511,"2007190910001"
"TS0778",2007190910,2007190910002,20.2219,6511,"2007190910002"
"TS0779",2007190852,2007190852001,11.4859,9573,"2007190852001"
"TS0779",2007190852,2007190852002,9.8489,9573,"2007190852002"
"TS0780",2007190826,2007190826002,38.4954,8817,"2007190826002"
"TS0780",2007190826,2007190826001,20.216,8817,"2007190826001"
"TS0781",2007190724,2007190724001,7.782,8160,"2007190724001"
"TS0781",2007190724,2007190724002,5.0511,8160,"2007190724002"
"TS0782",2007190562,2007190562002,8.1214,7624,"2007190562002"
"TS0782",2007190562,2007190562001,12.03835,7624,"2007190562001"
"TS0783",2007190487,2007190487002,8.5446,6743,"2007190487002"
"TS0783",2007190487,2007190487001,8.8512,6743,"2007190487001"
"TS0784",2007190655,2007190655002,14.0134,9220,"2007190655002"
"TS0784",2007190655,2007190655001,18.30105,9220,"2007190655001"
"TS0785",2007190727,2007190727001,31.0942,5567,"2007190727001"
"TS0785",2007190727,2007190727002,25.4697,5567,"2007190727002"
"TS0786",2007190347,2007190347001,8.237,5513,"2007190347001"
"TS0786",2007190347,2007190347002,6.8944,5513,"2007190347002"
"TS0787",2007190428,2007190428001,22.9669,5637,"2007190428001"
"TS0787",2007190428,2007190428002,10.85065,5637,"2007190428002"
"TS0788",2007190123,2007190123002,21.2387,3710,"2007190123002"
"TS0789",2007190081,2007190081001,17.1301,5668,"2007190081001"
"TS0789",2007190081,2007190081002,16.3574,5668,"2007190081002"
"TS0790",2007191112,2007191112001,11.8509,7701,"2007191112001"
"TS0790",2007191112,2007191112002,5.089,7701,"2007191112002"
"TS0791",2007190946,2007190946002,14.5508,6014,"2007190946002"
"TS0791",2007190946,2007190946001,5.0154,6014,"2007190946001"
"TS0792",2007191358,2007191358001,35.25845,6742,"2007191358001"
"TS0792",2007191358,2007191358002,12.6365,6742,"2007191358002"
"TS0793",2007190150,2007190150001,10.4248,5518,"2007190150001"
"TS0793",2007190150,2007190150002,7.3421,5518,"2007190150002"
"TS0794",2007190891,2007190891002,13.259,4974,"2007190891002"
"TS0794",2007190891,2007190891001,27.6541,4974,"2007190891001"
"TS0795",2007190985,2007190985002,15.7407,4665,"2007190985002"
"TS0795",2007190985,2007190985001,21.7562,4665,"2007190985001"
"TS0796",2007191592,2007191592002,11.2908,7509,"2007191592002"
"TS0796",2007190986,2007190986002,3.5514,7509,"2007190986002"
"TS0796",2007191592,2007191592001,9.5797,7509,"2007191592001"
"TS0797",2007191425,2007191425002,13.54186667,8462,"2007191425002"
"TS0797",2007191425,2007191425001,11.1611,8462,"2007191425001"
"TS0798",2007190390,2007190390001,13.4176,8675,"2007190390001"
"TS0798",2007190390,2007190390002,14.7997,8675,"2007190390002"
"TS0799",2007190233,2007190233001,12.3871,5630,"2007190233001"
"TS0799",2007190233,2007190233002,7.31205,5630,"2007190233002"
"TS0800",2007190373,2007190373002,11.0736,7640,"2007190373002"
"TS0800",2007190373,2007190373001,7.3419,7640,"2007190373001"
"TS0801",2007191077,2007191077001,10.3083,5053,"2007191077001"
"TS0801",2007191077,2007191077002,15.0677,5053,"2007191077002"
"TS0802",2007191175,2007191175001,23.7364,7359,"2007191175001"
"TS0802",2007191175,2007191175002,20.2287,7359,"2007191175002"
"TS0803",2007190146,2007190146001,6.8137,6983,"2007190146001"
"TS0803",2007190146,2007190146002,5.72455,6983,"2007190146002"
"TS0804",2007190509,2007190509002,6.0606,5109,"2007190509002"
"TS0804",2007190509,2007190509001,2.3636,5109,"2007190509001"
"TS0805",2007190269,2007190269002,21.8112,7327,"2007190269002"
"TS0805",2007190269,2007190269001,28.9029,7327,"2007190269001"
"TS0806",2007191406,2007191406002,7.08775,4506,"2007191406002"
"TS0806",2007191406,2007191406001,9.5053,4506,"2007191406001"
"TS0807",2007190833,2007190833001,5.4734,7099,"2007190833001"
"TS0807",2007190833,2007190833002,8.3066,7099,"2007190833002"
"TS0808",2007190448,2007190448002,5.66945,4390,"2007190448002"
"TS0808",2007190448,2007190448001,7.435,4390,"2007190448001"
"TS0809",2007190384,2007190384001,16.1494,6378,"2007190384001"
"TS0809",2007190384,2007190384002,22.623,6378,"2007190384002"
"TS0810",2007190756,2007190756002,37.6529,6430,"2007190756002"
"TS0810",2007190756,2007190756001,36.1415,6430,"2007190756001"
"TS0811",2007191486,2007191486001,9.0766,4545,"2007191486001"
"TS0811",2007191486,2007191486002,9.3735,4545,"2007191486002"
"TS0811",2007191264,2007191264001,5.8079,4545,"2007191264001"
"TS0811",2007191264,2007191264002,11.8327,4545,"2007191264002"
"TS0812",2007191399,2007191399002,35.0996,6844,"2007191399002"
"TS0812",2007191399,2007191399001,37.59,6844,"2007191399001"
"TS0813",2007190559,2007190559002,4.1477,5374,"2007190559002"
"TS0813",2007190559,2007190559001,2.0879,5374,"2007190559001"
"TS0814",2007190363,2007190363002,4.4038,4197,"2007190363002"
"TS0814",2007190363,2007190363001,10.4132,4197,"2007190363001"
"TS0815",2007190757,2007190757002,3.95445,7107,"2007190757002"
"TS0815",2007190757,2007190757001,3.2759,7107,"2007190757001"
"TS0816",2007190747,2007190747001,41.8443,6708,"2007190747001"
"TS0816",2007190212,2007190212001,23.751,6708,"2007190212001"
"TS0816",2007190212,2007190212002,18.8486,6708,"2007190212002"
"TS0817",2007190931,2007190931002,22.8916,5309,"2007190931002"
"TS0817",2007190931,2007190931001,28.127,5309,"2007190931001"
"TS0818",2007191526,2007191526001,11.2635,5710,"2007191526001"
"TS0818",2007191526,2007191526002,11.8956,5710,"2007191526002"
"TS0820",2007190084,2007190084001,4.3445,5000,"2007190084001"
"TS0820",2007190084,2007190084002,5.73445,5000,"2007190084002"
"TS0821",2007190948,2007190948002,3.2106,5371,"2007190948002"
"TS0821",2007190948,2007190948001,5.923,5371,"2007190948001"
"TS0822",2007191471,2007191471002,7.7864,8410,"2007191471002"
"TS0822",2007191471,2007191471001,5.5692,8410,"2007191471001"
"TS0823",2007191344,2007191344002,6.0434,5914,"2007191344002"
"TS0823",2007191344,2007191344001,19.6131,5914,"2007191344001"
"TS0824",2007190673,2007190673001,11.6068,8560,"2007190673001"
"TS0825",2007190857,2007190857001,19.72965,4309,"2007190857001"
"TS0825",2007190857,2007190857002,10.3281,4309,"2007190857002"
"TS0826",2007190754,2007190754001,7.5723,4137,"2007190754001"
