"TARGSITEID","SITEID","SAMPLEID","HgCOMP","AREA_SQKM","SAMPLEID.MRG"
"TS0336",2007191369,2007191369001,14.9803,4527,"2007191369001"
"TS0337",2007191003,2007191003002,12.2673,5641,"2007191003002"
"TS0337",2007191003,2007191003001,16.9341,5641,"2007191003001"
"TS0339",2007190004,2007190004002,11.32615,6992,"2007190004002"
"TS0339",2007190004,2007190004001,21.3542,6992,"2007190004001"
"TS0340",2007191253,2007191253001,10.6613,5893,"2007191253001"
"TS0340",2007190185,2007190185002,10.3518,5893,"2007190185002"
"TS0340",2007191253,2007191253002,8.7815,5893,"2007191253002"
"TS0340",2007190185,2007190185001,13.9854,5893,"2007190185001"
"TS0341",2007190932,2007190932001,65.8895,5406,"2007190932001"
"TS0341",2007190932,2007190932002,29.9348,5406,"2007190932002"
"TS0346",2007190336,2007190336001,30.3848,5879,"2007190336001"
"TS0346",2007190336,2007190336002,39.5576,5879,"2007190336002"
"TS0347",2007191021,2007191021001,17.1761,1335,"2007191021001"
"TS0350",2007190309,2007190309001,12.9217,7148,"2007190309001"
"TS0350",2007190309,2007190309002,10.9715,7148,"2007190309002"
"TS0356",2007190411,2007190411002,15.8995,7897,"2007190411002"
"TS0356",2007190411,2007190411001,12.5851,7897,"2007190411001"
"TS0357",2007190437,2007190437001,7.7958,6710,"2007190437001"
"TS0357",2007190437,2007190437002,16.0647,6710,"2007190437002"
"TS0359",2007191126,2007191126001,8.9686,7415,"2007191126001"
"TS0359",2007191126,2007191126002,5.5704,7415,"2007191126002"
"TS0361",2007190075,2007190075002,11.0808,6240,"2007190075002"
"TS0361",2007190075,2007190075001,9.8538,6240,"2007190075001"
"TS0363",2007190683,2007190683002,6.9928,4507,"2007190683002"
"TS0367",2007191419,2007191419002,9.0739,6063,"2007191419002"
"TS0367",2007191419,2007191419001,13.24965,6063,"2007191419001"
"TS0368",2007190281,2007190281001,11.76445,4366,"2007190281001"
"TS0371",2007191172,2007191172001,13.1127,1252,"2007191172001"
"TS0371",2007191172,2007191172002,3.7551,1252,"2007191172002"
"TS0372",2007191384,2007191384002,10.0328,7900,"2007191384002"
"TS0372",2007191384,2007191384001,18.4975,7900,"2007191384001"
"TS0373",2007190282,2007190282001,18.9878,8867,"2007190282001"
"TS0373",2007190282,2007190282002,17.9292,8867,"2007190282002"
"TS0375",2007190007,2007190007002,15.0267,6232,"2007190007002"
"TS0375",2007190007,2007190007001,11.5754,6232,"2007190007001"
"TS0377",2007190034,2007190034001,20.41965,8593,"2007190034001"
"TS0386",2007191408,2007191408001,37.1954,2619,"2007191408001"
"TS0386",2007191408,2007191408002,28.3576,2619,"2007191408002"
"TS0389",2007191503,2007191503002,31.8957,5826,"2007191503002"
"TS0389",2007191503,2007191503001,30.9291,5826,"2007191503001"
"TS0391",2007190235,2007190235001,16.8025,5081,"2007190235001"
"TS0391",2007190235,2007190235002,15.7004,5081,"2007190235002"
"TS0393",2007191347,2007191347002,23.0509,4453,"2007191347002"
"TS0393",2007191347,2007191347001,33.613,4453,"2007191347001"
"TS0396",2007190541,2007190541002,10.4906,6018,"2007190541002"
"TS0396",2007190541,2007190541001,19.457,6018,"2007190541001"
"TS0397",2007191192,2007191192001,6.6559,1550,"2007191192001"
"TS0397",2007191339,2007191339001,4.82865,1550,"2007191339001"
"TS0397",2007191339,2007191339002,16.3402,1550,"2007191339002"
"TS0397",2007191192,2007191192002,9.4812,1550,"2007191192002"
"TS0399",2007190167,2007190167002,12.11335,6234,"2007190167002"
"TS0399",2007190167,2007190167001,21.5964,6234,"2007190167001"
"TS0401",2007190976,2007190976002,47.2424,6106,"2007190976002"
"TS0401",2007190976,2007190976001,60.88775,6106,"2007190976001"
"TS0402",2007191392,2007191392001,10.7209,6350,"2007191392001"
"TS0402",2007191392,2007191392002,9.8573,6350,"2007191392002"
"TS0404",2007190342,2007190342002,14.8893,5185,"2007190342002"
"TS0404",2007190342,2007190342001,34.6762,5185,"2007190342001"
"TS0404",2007190989,2007190989002,6.7415,5185,"2007190989002"
"TS0404",2007190989,2007190989001,55.8852,5185,"2007190989001"
"TS0405",2007191018,2007191018001,29.6674,1512,"2007191018001"
"TS0405",2007191018,2007191018002,23.0099,1512,"2007191018002"
"TS0406",2007190915,2007190915002,8.0087,6352,"2007190915002"
"TS0406",2007190915,2007190915001,19.3254,6352,"2007190915001"
"TS0407",2007190292,2007190292002,44.91,8078,"2007190292002"
"TS0409",2007191571,2007191571001,45.0442,2016,"2007191571001"
"TS0409",2007191571,2007191571002,35.1449,2016,"2007191571002"
"TS0412",2007191507,2007191507001,13.3852,6859,"2007191507001"
"TS0412",2007190549,2007190549001,10.8301,6859,"2007190549001"
"TS0412",2007190549,2007190549002,13.3368,6859,"2007190549002"
"TS0412",2007191507,2007191507002,10.9955,6859,"2007191507002"
"TS0414",2007190190,2007190190001,5.8884,4718,"2007190190001"
"TS0414",2007190190,2007190190002,6.8032,4718,"2007190190002"
"TS0416",2007191377,2007191377001,13.8545,8490,"2007191377001"
"TS0416",2007191377,2007191377002,8.3272,8490,"2007191377002"
"TS0419",2007191161,2007191161001,7.0704,9128,"2007191161001"
"TS0419",2007191161,2007191161002,1.4849,9128,"2007191161002"
"TS0420",2007190147,2007190147002,7.9216,6761,"2007190147002"
"TS0420",2007190147,2007190147001,19.3125,6761,"2007190147001"
"TS0421",2007190803,2007190803001,3.5597,2745,"2007190803001"
"TS0421",2007190803,2007190803002,1.9822,2745,"2007190803002"
"TS0422",2007190499,2007190499001,47.2732,5050,"2007190499001"
"TS0422",2007190499,2007190499002,25.6272,5050,"2007190499002"
"TS0423",2007190951,2007190951002,35.9832,5596,"2007190951002"
"TS0423",2007190951,2007190951001,19.875,5596,"2007190951001"
"TS0424",2007190218,2007190218001,10.6797,4420,"2007190218001"
"TS0424",2007191348,2007191348001,12.8177,4420,"2007191348001"
"TS0424",2007191348,2007191348002,20.8665,4420,"2007191348002"
"TS0424",2007190218,2007190218002,23.4215,4420,"2007190218002"
"TS0425",2007191316,2007191316001,14.1063,1209,"2007191316001"
"TS0425",2007191316,2007191316002,12.8898,1209,"2007191316002"
"TS0427",2007190776,2007190776001,31.2579,3203,"2007190776001"
"TS0427",2007190776,2007190776002,24.3087,3203,"2007190776002"
"TS0428",2007190230,2007190230001,32.6239,5987,"2007190230001"
"TS0428",2007190230,2007190230002,29.7649,5987,"2007190230002"
"TS0429",2007191441,2007191441001,30.91275,5225,"2007191441001"
"TS0429",2007191441,2007191441002,14.3345,5225,"2007191441002"
"TS0429",2007190896,2007190896002,20.5459,5225,"2007190896002"
"TS0429",2007190896,2007190896001,22.2004,5225,"2007190896001"
"TS0430",2007190973,2007190973002,36.5566,4527,"2007190973002"
"TS0430",2007190973,2007190973001,56.8449,4527,"2007190973001"
"TS0431",2007190231,2007190231001,4.4537,5787,"2007190231001"
"TS0431",2007190231,2007190231002,7.81505,5787,"2007190231002"
"TS0433",2007190244,2007190244001,21.5503,4441,"2007190244001"
"TS0433",2007190244,2007190244002,18.7176,4441,"2007190244002"
"TS0435",2007191301,2007191301001,29.816,5066,"2007191301001"
"TS0435",2007191301,2007191301002,34.075,5066,"2007191301002"
"TS0436",2007190702,2007190702002,12.91705,1833,"2007190702002"
"TS0436",2007190702,2007190702001,11.1038,1833,"2007190702001"
"TS0437",2007191257,2007191257002,9.9976,5309,"2007191257002"
"TS0437",2007191257,2007191257001,12.9229,5309,"2007191257001"
"TS0437",2007190355,2007190355002,8.8142,5309,"2007190355002"
"TS0437",2007190355,2007190355001,10.6477,5309,"2007190355001"
"TS0438",2007190398,2007190398002,12.3916,5957,"2007190398002"
"TS0438",2007190398,2007190398001,21.0934,5957,"2007190398001"
"TS0439",2007190245,2007190245002,22.5049,5667,"2007190245002"
"TS0439",2007190245,2007190245001,24.5486,5667,"2007190245001"
"TS0440",2007190097,2007190097002,57.4424,4313,"2007190097002"
"TS0441",2007190688,2007190688001,6.9252,6231,"2007190688001"
"TS0441",2007190688,2007190688002,11.6419,6231,"2007190688002"
"TS0442",2007190130,2007190130001,14.0484,5061,"2007190130001"
"TS0442",2007190130,2007190130002,3.8032,5061,"2007190130002"
"TS0444",2007190316,2007190316001,18.1171,6570,"2007190316001"
"TS0446",2007190141,2007190141001,27.7337,4440,"2007190141001"
"TS0446",2007190141,2007190141002,30.2814,4440,"2007190141002"
"TS0447",2007191188,2007191188001,11.64515,7595,"2007191188001"
"TS0447",2007191188,2007191188002,16.576,7595,"2007191188002"
"TS0448",2007190819,2007190819002,49.8193,7787,"2007190819002"
"TS0448",2007190819,2007190819001,44.9127,7787,"2007190819001"
"TS0450",2007190375,2007190375001,16.7983,5301,"2007190375001"
"TS0450",2007190375,2007190375002,20.0353,5301,"2007190375002"
"TS0451",2007191589,2007191589002,19.1566,6526,"2007191589002"
"TS0451",2007191589,2007191589001,22.8591,6526,"2007191589001"
"TS0452",2007190799,2007190799001,9.2975,4856,"2007190799001"
"TS0452",2007190799,2007190799002,6.8878,4856,"2007190799002"
"TS0453",2007190975,2007190975001,37.2739,4397,"2007190975001"
"TS0453",2007190975,2007190975002,42.3983,4397,"2007190975002"
"TS0454",2007191554,2007191554002,33.5321,7403,"2007191554002"
"TS0454",2007191554,2007191554001,17.57655,7403,"2007191554001"
"TS0455",2007190566,2007190566002,12.1971,5658,"2007190566002"
"TS0455",2007190566,2007190566001,11.3847,5658,"2007190566001"
"TS0458",2007190161,2007190161001,8.2292,4556,"2007190161001"
"TS0458",2007191413,2007191413001,6.7472,4556,"2007191413001"
"TS0458",2007190161,2007190161002,5.8175,4556,"2007190161002"
"TS0458",2007191413,2007191413002,5.47465,4556,"2007191413002"
"TS0459",2007191325,2007191325002,13.2313,8914,"2007191325002"
"TS0459",2007191325,2007191325001,43.2841,8914,"2007191325001"
"TS0460",2007190461,2007190461002,15.3687,8299,"2007190461002"
"TS0460",2007190461,2007190461001,25.2588,8299,"2007190461001"
"TS0461",2007190861,2007190861002,13.143,5930,"2007190861002"
"TS0461",2007190861,2007190861001,11.2789,5930,"2007190861001"
"TS0462",2007190456,2007190456001,24.65405,5123,"2007190456001"
"TS0462",2007190456,2007190456002,13.982,5123,"2007190456002"
"TS0463",2007191590,2007191590001,31.8173,5371,"2007191590001"
"TS0463",2007191275,2007191275002,29.6928,5371,"2007191275002"
"TS0463",2007191275,2007191275001,33.609,5371,"2007191275001"
"TS0463",2007191590,2007191590002,43.7365,5371,"2007191590002"
"TS0464",2007190864,2007190864002,22.4589,4110,"2007190864002"
"TS0464",2007190864,2007190864001,19.3263,4110,"2007190864001"
"TS0465",2007191438,2007191438001,45.1579,7203,"2007191438001"
"TS0466",2007190166,2007190166002,0.9508,5777,"2007190166002"
"TS0466",2007190166,2007190166001,2.6297,5777,"2007190166001"
"TS0467",2007191533,2007191533001,8.5414,6276,"2007191533001"
"TS0467",2007191533,2007191533002,14.978,6276,"2007191533002"
"TS0468",2007190287,2007190287002,8.0107,5506,"2007190287002"
"TS0468",2007190287,2007190287001,8.5721,5506,"2007190287001"
"TS0469",2007190923,2007190923001,16.2468,6960,"2007190923001"
"TS0469",2007190923,2007190923002,19.9991,6960,"2007190923002"
"TS0471",2007190691,2007190691002,38.571,1723,"2007190691002"
"TS0471",2007190691,2007190691001,3.02,1723,"2007190691001"
"TS0472",2007191462,2007191462002,24.8665,8694,"2007191462002"
"TS0472",2007191462,2007191462001,23.027,8694,"2007191462001"
"TS0473",2007190327,2007190327001,16.2782,5889,"2007190327001"
"TS0473",2007190327,2007190327002,12.7979,5889,"2007190327002"
"TS0474",2007190533,2007190533001,42.0274,4781,"2007190533001"
"TS0474",2007190533,2007190533002,22.2304,4781,"2007190533002"
"TS0475",2007191496,2007191496001,15.2558,4432,"2007191496001"
"TS0475",2007191496,2007191496002,14.3395,4432,"2007191496002"
"TS0476",2007191530,2007191530001,11.5879,8136,"2007191530001"
"TS0476",2007191530,2007191530002,6.4812,8136,"2007191530002"
"TS0477",2007190883,2007190883002,5.46765,7492,"2007190883002"
"TS0477",2007190883,2007190883001,26.0403,7492,"2007190883001"
"TS0478",2007191251,2007191251001,19.0362,4543,"2007191251001"
"TS0478",2007191251,2007191251002,20.04705,4543,"2007191251002"
"TS0480",2007190928,2007190928001,31.603,5390,"2007190928001"
"TS0480",2007190928,2007190928002,46.6384,5390,"2007190928002"
"TS0481",2007191352,2007191352002,9.0584,5964,"2007191352002"
"TS0481",2007191352,2007191352001,26.3244,5964,"2007191352001"
"TS0482",2007191357,2007191357002,32.9159,9873,"2007191357002"
"TS0482",2007191357,2007191357001,25.7875,9873,"2007191357001"
"TS0483",2007191566,2007191566001,29.4143,9535,"2007191566001"
"TS0483",2007191566,2007191566002,40.8448,9535,"2007191566002"
"TS0485",2007190151,2007190151002,8.0986,7664,"2007190151002"
"TS0485",2007190151,2007190151001,27.6124,7664,"2007190151001"
"TS0487",2007190855,2007190855002,19.4386,4486,"2007190855002"
"TS0487",2007190855,2007190855001,43.7092,4486,"2007190855001"
"TS0489",2007190432,2007190432002,26.4061,5824,"2007190432002"
"TS0489",2007190432,2007190432001,34.7152,5824,"2007190432001"
"TS0492",2007190139,2007190139001,6.4192,7201,"2007190139001"
"TS0492",2007190139,2007190139002,3.6582,7201,"2007190139002"
"TS0493",2007191456,2007191456002,10.1332,6701,"2007191456002"
"TS0493",2007191456,2007191456001,7.4309,6701,"2007191456001"
"TS0495",2007190575,2007190575002,17.4565,5455,"2007190575002"
"TS0495",2007190575,2007190575001,13.56805,5455,"2007190575001"
"TS0496",2007191509,2007191509001,29.12705,5437,"2007191509001"
"TS0496",2007191509,2007191509002,23.9341,5437,"2007191509002"
"TS0496",2007191382,2007191382001,23.8357,5437,"2007191382001"
"TS0496",2007191382,2007191382002,8.6683,5437,"2007191382002"
"TS0498",2007190827,2007190827001,24.0663,7510,"2007190827001"
"TS0498",2007191440,2007191440001,42.3861,7510,"2007191440001"
"TS0498",2007191440,2007191440002,42.8904,7510,"2007191440002"
"TS0498",2007190827,2007190827002,21.0659,7510,"2007190827002"
"TS0500",2007191249,2007191249001,7.909,8035,"2007191249001"
"TS0500",2007191249,2007191249002,3.5597,8035,"2007191249002"
"TS0501",2007191291,2007191291002,3.6142,4700,"2007191291002"
"TS0501",2007191291,2007191291001,19.5266,4700,"2007191291001"
"TS0502",2007191544,2007191544001,23.7412,5383,"2007191544001"
"TS0502",2007191544,2007191544002,24.1995,5383,"2007191544002"
"TS0504",2007190238,2007190238002,8.0389,6994,"2007190238002"
"TS0504",2007190238,2007190238001,7.0558,6994,"2007190238001"
"TS0507",2007190304,2007190304001,18.3501,5687,"2007190304001"
"TS0508",2007190793,2007190793001,13.7017,5032,"2007190793001"
"TS0508",2007190793,2007190793002,18.0838,5032,"2007190793002"
"TS0510",2007190203,2007190203002,21.5786,4839,"2007190203002"
"TS0510",2007190203,2007190203001,12.9539,4839,"2007190203001"
"TS0511",2007190914,2007190914002,45.8815,5185,"2007190914002"
"TS0511",2007190914,2007190914001,43.0227,5185,"2007190914001"
"TS0512",2007191199,2007191199001,23.6744,4819,"2007191199001"
"TS0512",2007191199,2007191199002,28.8032,4819,"2007191199002"
"TS0513",2007190881,2007190881001,8.17485,4709,"2007190881001"
"TS0513",2007190881,2007190881002,0.8974,4709,"2007190881002"
"TS0515",2007190984,2007190984001,12.1789,7946,"2007190984001"
"TS0515",2007190039,2007190039002,12.556,7946,"2007190039002"
"TS0515",2007190984,2007190984002,11.3567,7946,"2007190984002"
"TS0515",2007190039,2007190039001,11.74035,7946,"2007190039001"
"TS0516",2007191159,2007191159001,8.5755,5345,"2007191159001"
"TS0516",2007191159,2007191159002,15.2422,5345,"2007191159002"
"TS0518",2007190475,2007190475002,4.6298,7851,"2007190475002"
"TS0518",2007190475,2007190475001,20.2388,7851,"2007190475001"
"TS0519",2007190517,2007190517001,13.3992,4455,"2007190517001"
"TS0519",2007190517,2007190517002,25.2748,4455,"2007190517002"
"TS0520",2007191335,2007191335001,37.636,4292,"2007191335001"
"TS0520",2007191335,2007191335002,11.8012,4292,"2007191335002"
"TS0522",2007190547,2007190547002,3.7218,3654,"2007190547002"
"TS0522",2007190547,2007190547001,17.2669,3654,"2007190547001"
"TS0524",2007191409,2007191409001,30.037,5256,"2007191409001"
"TS0524",2007191409,2007191409002,21.119,5256,"2007191409002"
"TS0525",2007191107,2007191107002,15.1061,8349,"2007191107002"
"TS0525",2007191107,2007191107001,16.588,8349,"2007191107001"
"TS0528",2007190249,2007190249001,13.1481,7522,"2007190249001"
"TS0528",2007190249,2007190249002,33.8597,7522,"2007190249002"
"TS0529",2007191363,2007191363002,32.7229,4575,"2007191363002"
"TS0529",2007191363,2007191363001,26.9902,4575,"2007191363001"
"TS0530",2007190997,2007190997002,35.5627,8234,"2007190997002"
"TS0530",2007190997,2007190997001,27.5641,8234,"2007190997001"
"TS0531",2007190490,2007190490001,41.7013,7593,"2007190490001"
"TS0531",2007190490,2007190490002,14.3047,7593,"2007190490002"
"TS0532",2007191366,2007191366002,4.1477,3281,"2007191366002"
"TS0532",2007191366,2007191366001,16.815,3281,"2007191366001"
"TS0533",2007191134,2007191134001,14.0104,4218,"2007191134001"
"TS0533",2007191282,2007191282002,6.3402,4218,"2007191282002"
"TS0533",2007191134,2007191134002,5.8472,4218,"2007191134002"
"TS0533",2007191282,2007191282001,7.56555,4218,"2007191282001"
"TS0534",2007190750,2007190750002,31.3971,3702,"2007190750002"
"TS0534",2007190750,2007190750001,33.4239,3702,"2007190750001"
"TS0536",2007191286,2007191286001,20.8356,5158,"2007191286001"
"TS0536",2007191286,2007191286002,34.3216,5158,"2007191286002"
"TS0537",2007190570,2007190570001,19.8826,4629,"2007190570001"
"TS0537",2007190570,2007190570002,23.8629,4629,"2007190570002"
"TS0538",2007190275,2007190275002,15.3052,6936,"2007190275002"
"TS0539",2007191279,2007191279002,47.6794,4097,"2007191279002"
"TS0539",2007191279,2007191279001,66.8414,4097,"2007191279001"
"TS0540",2007191122,2007191122001,45.1964,4640,"2007191122001"
"TS0540",2007191122,2007191122002,28.3522,4640,"2007191122002"
"TS0541",2007190959,2007190959002,11.3279,3440,"2007190959002"
"TS0541",2007190959,2007190959001,21.77365,3440,"2007190959001"
"TS0542",2007191259,2007191259001,35.21,1429,"2007191259001"
"TS0542",2007190311,2007190311001,22.66755,1429,"2007190311001"
"TS0542",2007191259,2007191259002,58.1589,1429,"2007191259002"
"TS0544",2007191230,2007191230002,20.2585,824,"2007191230002"
"TS0544",2007191230,2007191230001,25.2689,824,"2007191230001"
"TS0545",2007190484,2007190484002,12.0088,6484,"2007190484002"
"TS0545",2007190484,2007190484001,42.0198,6484,"2007190484001"
"TS0546",2007191353,2007191353001,33.1338,1233,"2007191353001"
"TS0546",2007191353,2007191353002,10.11,1233,"2007191353002"
"TS0547",2007191587,2007191587001,32.3941,5864,"2007191587001"
"TS0547",2007191587,2007191587002,27.9221,5864,"2007191587002"
"TS0548",2007191130,2007191130002,13.1221,4510,"2007191130002"
"TS0548",2007191130,2007191130001,13.116,4510,"2007191130001"
"TS0549",2007190717,2007190717001,33.5419,4442,"2007190717001"
"TS0549",2007190717,2007190717002,9.2226,4442,"2007190717002"
"TS0550",2007190492,2007190492001,27.08305,5412,"2007190492001"
"TS0550",2007190492,2007190492002,26.0056,5412,"2007190492002"
"TS0551",2007190769,2007190769002,19.5425,4365,"2007190769002"
"TS0551",2007190769,2007190769001,26.2293,4365,"2007190769001"
"TS0552",2007190016,2007190016001,3.4484,5564,"2007190016001"
"TS0552",2007190016,2007190016002,2.3554,5564,"2007190016002"
"TS0553",2007190890,2007190890002,2.9535,5174,"2007190890002"
"TS0554",2007190018,2007190018001,16.96675,4809,"2007190018001"
"TS0554",2007190018,2007190018002,23.0742,4809,"2007190018002"
"TS0555",2007190229,2007190229002,1.2755,5153,"2007190229002"
"TS0555",2007190229,2007190229001,5.2303,5153,"2007190229001"
"TS0556",2007190152,2007190152002,19.3878,5200,"2007190152002"
"TS0556",2007190152,2007190152001,40.5352,5200,"2007190152001"
"TS0557",2007190953,2007190953002,12.8605,5211,"2007190953002"
"TS0557",2007190953,2007190953001,9.8419,5211,"2007190953001"
"TS0558",2007190418,2007190418002,4.1361,4748,"2007190418002"
"TS0558",2007190418,2007190418001,6.3908,4748,"2007190418001"
"TS0559",2007190029,2007190029002,23.0817,7742,"2007190029002"
"TS0559",2007190029,2007190029001,24.0714,7742,"2007190029001"
"TS0560",2007190894,2007190894001,19.1344,4886,"2007190894001"
"TS0560",2007190894,2007190894002,48.8598,4886,"2007190894002"
"TS0561",2007191121,2007191121001,13.0504,4756,"2007191121001"
"TS0561",2007191121,2007191121002,15.9587,4756,"2007191121002"
"TS0561",2007190067,2007190067001,13.8192,4756,"2007190067001"
"TS0561",2007190067,2007190067002,18.45365,4756,"2007190067002"
"TS0562",2007191556,2007191556002,25.9015,6648,"2007191556002"
"TS0562",2007191556,2007191556001,43.38615,6648,"2007191556001"
"TS0563",2007191473,2007191473001,27.2855,4527,"2007191473001"
"TS0563",2007191473,2007191473002,31.035,4527,"2007191473002"
"TS0563",2007191510,2007191510001,36.2958,4527,"2007191510001"
"TS0563",2007191510,2007191510002,29.7514,4527,"2007191510002"
"TS0564",2007190901,2007190901002,18.6054,4931,"2007190901002"
"TS0564",2007190901,2007190901001,6.0764,4931,"2007190901001"
"TS0565",2007190395,2007190395001,33.0809,6752,"2007190395001"
"TS0565",2007190395,2007190395002,44.4285,6752,"2007190395002"
"TS0567",2007190602,2007190602001,10.3641,4353,"2007190602001"
"TS0567",2007190602,2007190602002,6.9935,4353,"2007190602002"
"TS0568",2007191117,2007191117001,32.1913,7679,"2007191117001"
"TS0568",2007191117,2007191117002,25.39365,7679,"2007191117002"
"TS0569",2007190664,2007190664002,22.7147,6079,"2007190664002"
"TS0569",2007190664,2007190664001,40.5637,6079,"2007190664001"
"TS0570",2007190222,2007190222001,10.0383,5768,"2007190222001"
"TS0570",2007190222,2007190222002,6.3041,5768,"2007190222002"
"TS0571",2007190766,2007190766002,48.86425,6362,"2007190766002"
"TS0571",2007190766,2007190766001,21.6432,6362,"2007190766001"
"TS0572",2007191226,2007191226002,22.6141,4276,"2007191226002"
"TS0572",2007191226,2007191226001,34.17655,4276,"2007191226001"
"TS0573",2007190101,2007190101001,84.7035,1097,"2007190101001"
"TS0574",2007191506,2007191506001,18.1463,6319,"2007191506001"
"TS0574",2007191506,2007191506002,22.013,6319,"2007191506002"
"TS0575",2007190651,2007190651001,21.4891,4535,"2007190651001"
"TS0575",2007190651,2007190651002,22.285,4535,"2007190651002"
"TS0576",2007190028,2007190028002,30.4738,4210,"2007190028002"
"TS0576",2007190028,2007190028001,40.3377,4210,"2007190028001"
"TS0577",2007190142,2007190142002,30.3508,4472,"2007190142002"
"TS0577",2007190142,2007190142001,23.97715,4472,"2007190142001"
"TS0578",2007190710,2007190710002,10.771,6109,"2007190710002"
"TS0578",2007190710,2007190710001,16.4019,6109,"2007190710001"
"TS0579",2007190805,2007190805001,33.4821,5615,"2007190805001"
"TS0579",2007190805,2007190805002,44.4106,5615,"2007190805002"
"TS0580",2007191560,2007191560001,50.6018,6810,"2007191560001"
"TS0580",2007191560,2007191560002,11.5497,6810,"2007191560002"
"TS0581",2007190043,2007190043002,45.2055,4310,"2007190043002"
"TS0581",2007190043,2007190043001,33.4885,4310,"2007190043001"
"TS0582",2007191094,2007191094001,32.499,4338,"2007191094001"
"TS0582",2007190361,2007190361001,23.4593,4338,"2007190361001"
"TS0582",2007191094,2007191094002,16.2699,4338,"2007191094002"
"TS0582",2007190361,2007190361002,13.268,4338,"2007190361002"
"TS0583",2007190129,2007190129002,13.6355,6276,"2007190129002"
"TS0583",2007190129,2007190129001,28.899,6276,"2007190129001"
"TS0584",2007191232,2007191232002,45.5433,4818,"2007191232002"
"TS0584",2007191232,2007191232001,42.4885,4818,"2007191232001"
"TS0585",2007190324,2007190324002,39.0399,7587,"2007190324002"
"TS0585",2007190324,2007190324001,37.9091,7587,"2007190324001"
"TS0586",2007190071,2007190071002,15.0838,4267,"2007190071002"
"TS0586",2007190071,2007190071001,8.1011,4267,"2007190071001"
"TS0586",2007190289,2007190289001,13.4506,4267,"2007190289001"
"TS0587",2007190810,2007190810001,38.3698,1622,"2007190810001"
"TS0587",2007190810,2007190810002,47.7426,1622,"2007190810002"
"TS0588",2007190952,2007190952002,17.7455,6335,"2007190952002"
"TS0588",2007190952,2007190952001,37.3119,6335,"2007190952001"
"TS0589",2007190450,2007190450002,25.1159,4887,"2007190450002"
"TS0589",2007190450,2007190450001,44.9907,4887,"2007190450001"
"TS0590",2007190701,2007190701001,16.8929,3546,"2007190701001"
"TS0590",2007190701,2007190701002,5.8459,3546,"2007190701002"
"TS0591",2007190822,2007190822001,34.4944,7332,"2007190822001"
"TS0591",2007190822,2007190822002,28.6459,7332,"2007190822002"
"TS0592",2007190555,2007190555001,28.608,3833,"2007190555001"
"TS0592",2007190555,2007190555002,23.29335,3833,"2007190555002"
"TS0593",2007190434,2007190434001,52.139,7544,"2007190434001"
"TS0593",2007190434,2007190434002,38.8055,7544,"2007190434002"
"TS0594",2007191559,2007191559002,7.7214,6666,"2007191559002"
"TS0594",2007191559,2007191559001,23.2334,6666,"2007191559001"
"TS0595",2007190410,2007190410001,58.8071,5630,"2007190410001"
"TS0595",2007190410,2007190410002,31.2599,5630,"2007190410002"
"TS0596",2007190086,2007190086002,30.0816,7124,"2007190086002"
"TS0596",2007190086,2007190086001,35.4786,7124,"2007190086001"
"TS0598",2007190073,2007190073001,18.784,6882,"2007190073001"
"TS0598",2007190073,2007190073002,13.73203333,6882,"2007190073002"
"TS0599",2007190643,2007190643001,38.0932,8865,"2007190643001"
"TS0599",2007190643,2007190643002,31.517,8865,"2007190643002"
"TS0600",2007190459,2007190459001,13.028,3702,"2007190459001"
"TS0600",2007190459,2007190459002,38.0485,3702,"2007190459002"
"TS0601",2007190163,2007190163001,41.3732,1226,"2007190163001"
"TS0602",2007191296,2007191296001,31.2413,5476,"2007191296001"
"TS0602",2007191296,2007191296002,88.2038,5476,"2007191296002"
"TS0603",2007190408,2007190408001,26.2013,3078,"2007190408001"
"TS0603",2007190408,2007190408002,15.34435,3078,"2007190408002"
"TS0604",2007190207,2007190207002,10.4039,4927,"2007190207002"
"TS0604",2007190207,2007190207001,17.1873,4927,"2007190207001"
"TS0605",2007191491,2007191491001,20.9244,1123,"2007191491001"
"TS0605",2007191491,2007191491002,22.6903,1123,"2007191491002"
"TS0606",2007190707,2007190707001,24.9706,5782,"2007190707001"
"TS0606",2007190707,2007190707002,20.442,5782,"2007190707002"
"TS0607",2007190954,2007190954001,11.9271,7783,"2007190954001"
"TS0607",2007190954,2007190954002,4.40045,7783,"2007190954002"
"TS0608",2007190726,2007190726002,29.3376,1604,"2007190726002"
"TS0608",2007190726,2007190726001,54.8655,1604,"2007190726001"
"TS0609",2007190739,2007190739001,40.9695,5206,"2007190739001"
"TS0609",2007190659,2007190659002,49.00785,5206,"2007190659002"
"TS0609",2007190739,2007190739002,42.5983,5206,"2007190739002"
"TS0609",2007190659,2007190659001,56.4424,5206,"2007190659001"
"TS0610",2007190436,2007190436002,25.4699,2929,"2007190436002"
"TS0610",2007190436,2007190436001,10.71375,2929,"2007190436001"
"TS0611",2007190421,2007190421001,31.0578,5919,"2007190421001"
"TS0611",2007190421,2007190421002,11.2711,5919,"2007190421002"
"TS0612",2007191572,2007191572002,30.9441,8379,"2007191572002"
"TS0612",2007191572,2007191572001,31.69655,8379,"2007191572001"
"TS0613",2007190871,2007190871001,13.9359,2710,"2007190871001"
"TS0613",2007190871,2007190871002,38.5547,2710,"2007190871002"
"TS0614",2007190153,2007190153001,14.2323,5349,"2007190153001"
